Transaksi,Tanggal,Waktu,Menu,Harga,Jumlah,Total
1537,18/11/2024,10:20:59 PM,Sop Kikil,Rp40.000,3,Rp120.000
1537,18/11/2024,10:20:59 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1537,18/11/2024,10:20:59 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1538,18/11/2024,1:33:44 PM,Ayam Geprek,Rp30.000,3,Rp90.000
1538,18/11/2024,1:33:44 PM,Konro Bakar,Rp60.000,3,Rp180.000
1538,18/11/2024,1:33:44 PM,Sop Konro,Rp50.000,2,Rp100.000
1538,18/11/2024,1:33:44 PM,Nasi Putih,Rp5.000,1,Rp5.000
1538,18/11/2024,1:33:44 PM,Jus Mangga,Rp20.000,1,Rp20.000
1538,18/11/2024,1:33:44 PM,Teh Panas,Rp6.000,2,Rp12.000
1539,18/11/2024,11:48:15 AM,Sop Konro,Rp50.000,3,Rp150.000
1539,18/11/2024,11:48:15 AM,Ikan Bakar Rica,Rp50.000,3,Rp150.000
1539,18/11/2024,11:48:15 AM,Kacang Goreng,Rp4.000,1,Rp4.000
1539,18/11/2024,11:48:15 AM,Es Jeruk,Rp10.000,1,Rp10.000
1539,18/11/2024,11:48:15 AM,Jeruk Panas,Rp10.000,1,Rp10.000
1540,18/11/2024,9:26:11 AM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
1540,18/11/2024,9:26:11 AM,Ketupat,Rp2.000,1,Rp2.000
1540,18/11/2024,9:26:11 AM,Es Teh,Rp6.000,1,Rp6.000
1541,18/11/2024,11:30:41 AM,Sop Konro,Rp50.000,3,Rp150.000
1541,18/11/2024,11:30:41 AM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
1541,18/11/2024,11:30:41 AM,Ayam Bakar,Rp30.000,2,Rp60.000
1541,18/11/2024,11:30:41 AM,Buras,Rp2.000,1,Rp2.000
1541,18/11/2024,11:30:41 AM,Es Jeruk,Rp10.000,2,Rp20.000
1541,18/11/2024,11:30:41 AM,Jeruk Panas,Rp10.000,2,Rp20.000
1542,18/11/2024,7:55:51 AM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
1542,18/11/2024,7:55:51 AM,Kacang Goreng,Rp4.000,2,Rp8.000
1542,18/11/2024,7:55:51 AM,Ketupat,Rp2.000,1,Rp2.000
1542,18/11/2024,7:55:51 AM,Jus Alpukat,Rp20.000,1,Rp20.000
1543,18/11/2024,2:53:00 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
1543,18/11/2024,2:53:00 PM,Coto Makassar,Rp35.000,3,Rp105.000
1543,18/11/2024,2:53:00 PM,Ketupat,Rp2.000,3,Rp6.000
1543,18/11/2024,2:53:00 PM,Jus Mangga,Rp20.000,1,Rp20.000
1543,18/11/2024,2:53:00 PM,Es Teh,Rp6.000,1,Rp6.000
1544,18/11/2024,9:53:04 AM,Cumi Bakar,Rp45.000,3,Rp135.000
1544,18/11/2024,9:53:04 AM,Teh Panas,Rp6.000,2,Rp12.000
1545,18/11/2024,12:12:04 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
1545,18/11/2024,12:12:04 PM,Coto Makassar,Rp35.000,3,Rp105.000
1545,18/11/2024,12:12:04 PM,Ketupat,Rp2.000,3,Rp6.000
1545,18/11/2024,12:12:04 PM,Cumi Bakar,Rp45.000,3,Rp135.000
1545,18/11/2024,12:12:04 PM,Peyek,Rp4.000,1,Rp4.000
1545,18/11/2024,12:12:04 PM,Peyek,Rp4.000,2,Rp8.000
1545,18/11/2024,12:12:04 PM,Teh Panas,Rp6.000,1,Rp6.000
1545,18/11/2024,12:12:04 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1545,18/11/2024,12:12:04 PM,Jus Mangga,Rp20.000,2,Rp40.000
1546,18/11/2024,1:21:32 PM,Konro Bakar,Rp60.000,1,Rp60.000
1546,18/11/2024,1:21:32 PM,Ayam Goreng,Rp30.000,3,Rp90.000
1546,18/11/2024,1:21:32 PM,Ayam Goreng,Rp30.000,1,Rp30.000
1546,18/11/2024,1:21:32 PM,Teh Panas,Rp6.000,1,Rp6.000
1546,18/11/2024,1:21:32 PM,Es Jeruk,Rp10.000,1,Rp10.000
1546,18/11/2024,1:21:32 PM,Jeruk Panas,Rp10.000,2,Rp20.000
1547,18/11/2024,12:34:44 PM,Konro Bakar,Rp60.000,3,Rp180.000
1547,18/11/2024,12:34:44 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
1547,18/11/2024,12:34:44 PM,Cumi Bakar,Rp45.000,1,Rp45.000
1547,18/11/2024,12:34:44 PM,Nasi Putih,Rp5.000,2,Rp10.000
1547,18/11/2024,12:34:44 PM,Ketupat,Rp2.000,2,Rp4.000
1547,18/11/2024,12:34:44 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1547,18/11/2024,12:34:44 PM,Es Jeruk,Rp10.000,1,Rp10.000
1547,18/11/2024,12:34:44 PM,Es Jeruk,Rp10.000,2,Rp20.000
1548,18/11/2024,7:34:44 AM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
1548,18/11/2024,7:34:44 AM,Ketupat,Rp2.000,2,Rp4.000
1548,18/11/2024,7:34:44 AM,Es Teh,Rp6.000,1,Rp6.000
1549,18/11/2024,11:16:43 AM,Ayam Geprek,Rp30.000,1,Rp30.000
1549,18/11/2024,11:16:43 AM,Coto Makassar,Rp35.000,2,Rp70.000
1549,18/11/2024,11:16:43 AM,Ketupat,Rp2.000,2,Rp4.000
1549,18/11/2024,11:16:43 AM,Ayam Bakar,Rp30.000,1,Rp30.000
1549,18/11/2024,11:16:43 AM,Jus Mangga,Rp20.000,2,Rp40.000
1549,18/11/2024,11:16:43 AM,Teh Panas,Rp6.000,2,Rp12.000
1549,18/11/2024,11:16:43 AM,Jeruk Panas,Rp10.000,1,Rp10.000
1550,18/11/2024,12:14:38 PM,Konro Bakar,Rp60.000,1,Rp60.000
1550,18/11/2024,12:14:38 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
1550,18/11/2024,12:14:38 PM,Cumi Bakar,Rp45.000,3,Rp135.000
1550,18/11/2024,12:14:38 PM,Jus Mangga,Rp20.000,2,Rp40.000
1550,18/11/2024,12:14:38 PM,Es Jeruk,Rp10.000,1,Rp10.000
1550,18/11/2024,12:14:38 PM,Es Teh,Rp6.000,1,Rp6.000
1551,18/11/2024,11:39:18 AM,Ayam Bakar,Rp30.000,3,Rp90.000
1551,18/11/2024,11:39:18 AM,Ayam Geprek,Rp30.000,3,Rp90.000
1551,18/11/2024,11:39:18 AM,Ikan Bakar Rica,Rp50.000,2,Rp100.000
1551,18/11/2024,11:39:18 AM,Jus Alpukat,Rp20.000,1,Rp20.000
1551,18/11/2024,11:39:18 AM,Es Jeruk,Rp10.000,1,Rp10.000
1552,18/11/2024,2:26:48 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
1552,18/11/2024,2:26:48 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
1552,18/11/2024,2:26:48 PM,Sop Konro,Rp50.000,3,Rp150.000
1552,18/11/2024,2:26:48 PM,Peyek,Rp4.000,2,Rp8.000
1552,18/11/2024,2:26:48 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1552,18/11/2024,2:26:48 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1552,18/11/2024,2:26:48 PM,Jus Mangga,Rp20.000,2,Rp40.000
1553,18/11/2024,2:51:34 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
1553,18/11/2024,2:51:34 PM,Sop Konro,Rp50.000,1,Rp50.000
1553,18/11/2024,2:51:34 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
1553,18/11/2024,2:51:34 PM,Kerupuk,Rp3.000,2,Rp6.000
1553,18/11/2024,2:51:34 PM,Jus Alpukat,Rp20.000,1,Rp20.000
1553,18/11/2024,2:51:34 PM,Es Teh,Rp6.000,1,Rp6.000
1553,18/11/2024,2:51:34 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1554,18/11/2024,4:35:15 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
1554,18/11/2024,4:35:15 PM,Ayam Geprek,Rp30.000,3,Rp90.000
1554,18/11/2024,4:35:15 PM,Buras,Rp2.000,1,Rp2.000
1554,18/11/2024,4:35:15 PM,Buras,Rp2.000,2,Rp4.000
1554,18/11/2024,4:35:15 PM,Jeruk Panas,Rp10.000,2,Rp20.000
1554,18/11/2024,4:35:15 PM,Es Jeruk,Rp10.000,2,Rp20.000
1555,18/11/2024,12:01:30 PM,Konro Bakar,Rp60.000,1,Rp60.000
1555,18/11/2024,12:01:30 PM,Jus Alpukat,Rp20.000,1,Rp20.000
1556,18/11/2024,9:12:59 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
1556,18/11/2024,9:12:59 PM,Ketupat,Rp2.000,2,Rp4.000
1556,18/11/2024,9:12:59 PM,Kacang Goreng,Rp4.000,2,Rp8.000
1556,18/11/2024,9:12:59 PM,Jus Mangga,Rp20.000,2,Rp40.000
1557,18/11/2024,11:09:44 AM,Sop Kikil,Rp40.000,3,Rp120.000
1557,18/11/2024,11:09:44 AM,Teh Panas,Rp6.000,1,Rp6.000
1558,18/11/2024,7:23:51 PM,Coto Makassar,Rp35.000,2,Rp70.000
1558,18/11/2024,7:23:51 PM,Ketupat,Rp2.000,1,Rp2.000
1558,18/11/2024,7:23:51 PM,Konro Bakar,Rp60.000,1,Rp60.000
1558,18/11/2024,7:23:51 PM,Konro Bakar,Rp60.000,2,Rp120.000
1558,18/11/2024,7:23:51 PM,Jeruk Panas,Rp10.000,2,Rp20.000
1558,18/11/2024,7:23:51 PM,Es Jeruk,Rp10.000,2,Rp20.000
1558,18/11/2024,7:23:51 PM,Es Teh,Rp6.000,2,Rp12.000
1559,18/11/2024,1:30:34 PM,Ayam Goreng,Rp30.000,1,Rp30.000
1559,18/11/2024,1:30:34 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
1559,18/11/2024,1:30:34 PM,Teh Panas,Rp6.000,2,Rp12.000
1559,18/11/2024,1:30:34 PM,Jus Mangga,Rp20.000,2,Rp40.000
1560,18/11/2024,7:00:06 PM,Ayam Goreng,Rp30.000,2,Rp60.000
1560,18/11/2024,7:00:06 PM,Sop Kikil,Rp40.000,2,Rp80.000
1560,18/11/2024,7:00:06 PM,Sop Konro,Rp50.000,3,Rp150.000
1560,18/11/2024,7:00:06 PM,Kacang Goreng,Rp4.000,2,Rp8.000
1560,18/11/2024,7:00:06 PM,Es Teh,Rp6.000,2,Rp12.000
1560,18/11/2024,7:00:06 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1561,18/11/2024,2:47:26 PM,Sop Kikil,Rp40.000,3,Rp120.000
1561,18/11/2024,2:47:26 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
1561,18/11/2024,2:47:26 PM,Buras,Rp2.000,1,Rp2.000
1561,18/11/2024,2:47:26 PM,Kacang Goreng,Rp4.000,1,Rp4.000
1561,18/11/2024,2:47:26 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1561,18/11/2024,2:47:26 PM,Jus Mangga,Rp20.000,1,Rp20.000
1562,18/11/2024,5:06:54 PM,Konro Bakar,Rp60.000,2,Rp120.000
1562,18/11/2024,5:06:54 PM,Ayam Bakar,Rp30.000,3,Rp90.000
1562,18/11/2024,5:06:54 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
1562,18/11/2024,5:06:54 PM,Peyek,Rp4.000,1,Rp4.000
1562,18/11/2024,5:06:54 PM,Ketupat,Rp2.000,1,Rp2.000
1562,18/11/2024,5:06:54 PM,Jus Mangga,Rp20.000,1,Rp20.000
1562,18/11/2024,5:06:54 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1562,18/11/2024,5:06:54 PM,Es Jeruk,Rp10.000,2,Rp20.000
1563,18/11/2024,9:21:49 PM,Coto Makassar,Rp35.000,3,Rp105.000
1563,18/11/2024,9:21:49 PM,Ketupat,Rp2.000,3,Rp6.000
1563,18/11/2024,9:21:49 PM,Ikan Goreng Tepung,Rp50.000,1,Rp50.000
1563,18/11/2024,9:21:49 PM,Peyek,Rp4.000,1,Rp4.000
1563,18/11/2024,9:21:49 PM,Buras,Rp2.000,1,Rp2.000
1563,18/11/2024,9:21:49 PM,Jus Mangga,Rp20.000,2,Rp40.000
1564,18/11/2024,11:59:43 AM,Ayam Geprek,Rp30.000,2,Rp60.000
1564,18/11/2024,11:59:43 AM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
1564,18/11/2024,11:59:43 AM,Ikan Goreng Tepung,Rp50.000,1,Rp50.000
1564,18/11/2024,11:59:43 AM,Peyek,Rp4.000,1,Rp4.000
1564,18/11/2024,11:59:43 AM,Teh Panas,Rp6.000,1,Rp6.000
1564,18/11/2024,11:59:43 AM,Jus Buah Naga,Rp20.000,2,Rp40.000
1564,18/11/2024,11:59:43 AM,Es Teh,Rp6.000,2,Rp12.000
1565,18/11/2024,2:28:07 PM,Coto Makassar,Rp35.000,3,Rp105.000
1565,18/11/2024,2:28:07 PM,Ketupat,Rp2.000,3,Rp6.000
1565,18/11/2024,2:28:07 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
1565,18/11/2024,2:28:07 PM,Jus Alpukat,Rp20.000,1,Rp20.000
1565,18/11/2024,2:28:07 PM,Es Teh,Rp6.000,2,Rp12.000
1566,18/11/2024,5:36:09 PM,Sop Kikil,Rp40.000,1,Rp40.000
1566,18/11/2024,5:36:09 PM,Buras,Rp2.000,1,Rp2.000
1566,18/11/2024,5:36:09 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1567,18/11/2024,10:25:22 AM,Ayam Geprek,Rp30.000,3,Rp90.000
1567,18/11/2024,10:25:22 AM,Ayam Geprek,Rp30.000,2,Rp60.000
1567,18/11/2024,10:25:22 AM,Sop Konro,Rp50.000,3,Rp150.000
1567,18/11/2024,10:25:22 AM,Nasi Putih,Rp5.000,2,Rp10.000
1567,18/11/2024,10:25:22 AM,Nasi Putih,Rp5.000,1,Rp5.000
1567,18/11/2024,10:25:22 AM,Jus Mangga,Rp20.000,1,Rp20.000
1567,18/11/2024,10:25:22 AM,Es Teh,Rp6.000,1,Rp6.000
1567,18/11/2024,10:25:22 AM,Jus Buah Naga,Rp20.000,2,Rp40.000
1568,18/11/2024,1:11:28 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
1568,18/11/2024,1:11:28 PM,Konro Bakar,Rp60.000,2,Rp120.000
1568,18/11/2024,1:11:28 PM,Es Jeruk,Rp10.000,2,Rp20.000
1568,18/11/2024,1:11:28 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1569,18/11/2024,2:24:40 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
1569,18/11/2024,2:24:40 PM,Konro Bakar,Rp60.000,1,Rp60.000
1569,18/11/2024,2:24:40 PM,Buras,Rp2.000,1,Rp2.000
1569,18/11/2024,2:24:40 PM,Es Jeruk,Rp10.000,1,Rp10.000
1569,18/11/2024,2:24:40 PM,Es Jeruk,Rp10.000,2,Rp20.000
1570,18/11/2024,1:53:48 PM,Ayam Goreng,Rp30.000,2,Rp60.000
1570,18/11/2024,1:53:48 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
1570,18/11/2024,1:53:48 PM,Teh Panas,Rp6.000,1,Rp6.000
1570,18/11/2024,1:53:48 PM,Jus Alpukat,Rp20.000,2,Rp40.000
1571,18/11/2024,11:09:25 AM,Coto Makassar,Rp35.000,2,Rp70.000
1571,18/11/2024,11:09:25 AM,Ketupat,Rp2.000,3,Rp6.000
1571,18/11/2024,11:09:25 AM,Sop Konro,Rp50.000,2,Rp100.000
1571,18/11/2024,11:09:25 AM,Ayam Bakar,Rp30.000,3,Rp90.000
1571,18/11/2024,11:09:25 AM,Buras,Rp2.000,2,Rp4.000
1571,18/11/2024,11:09:25 AM,Es Teh,Rp6.000,1,Rp6.000
1571,18/11/2024,11:09:25 AM,Jus Mangga,Rp20.000,2,Rp40.000
1571,18/11/2024,11:09:25 AM,Teh Panas,Rp6.000,1,Rp6.000
1572,18/11/2024,12:13:38 PM,Ayam Geprek,Rp30.000,2,Rp60.000
1572,18/11/2024,12:13:38 PM,Jus Alpukat,Rp20.000,1,Rp20.000
1573,18/11/2024,8:36:26 AM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
1573,18/11/2024,8:36:26 AM,Es Teh,Rp6.000,1,Rp6.000
1574,18/11/2024,2:19:00 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
1574,18/11/2024,2:19:00 PM,Ayam Bakar,Rp30.000,1,Rp30.000
1574,18/11/2024,2:19:00 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
1574,18/11/2024,2:19:00 PM,Buras,Rp2.000,2,Rp4.000
1574,18/11/2024,2:19:00 PM,Es Teh,Rp6.000,2,Rp12.000
1574,18/11/2024,2:19:00 PM,Es Teh,Rp6.000,1,Rp6.000
1574,18/11/2024,2:19:00 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1575,18/11/2024,9:04:06 PM,Sop Konro,Rp50.000,2,Rp100.000
1575,18/11/2024,9:04:06 PM,Cumi Bakar,Rp45.000,3,Rp135.000
1575,18/11/2024,9:04:06 PM,Jus Alpukat,Rp20.000,1,Rp20.000
1575,18/11/2024,9:04:06 PM,Es Jeruk,Rp10.000,2,Rp20.000
1576,18/11/2024,6:31:16 PM,Ayam Geprek,Rp30.000,2,Rp60.000
1576,18/11/2024,6:31:16 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
1576,18/11/2024,6:31:16 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1576,18/11/2024,6:31:16 PM,Es Teh,Rp6.000,1,Rp6.000
1577,18/11/2024,9:20:14 AM,Ayam Bakar,Rp30.000,2,Rp60.000
1577,18/11/2024,9:20:14 AM,Ikan Bakar Rica,Rp50.000,2,Rp100.000
1577,18/11/2024,9:20:14 AM,Coto Makassar,Rp35.000,3,Rp105.000
1577,18/11/2024,9:20:14 AM,Ketupat,Rp2.000,3,Rp6.000
1577,18/11/2024,9:20:14 AM,Buras,Rp2.000,1,Rp2.000
1577,18/11/2024,9:20:14 AM,Jus Mangga,Rp20.000,1,Rp20.000
1577,18/11/2024,9:20:14 AM,Jus Mangga,Rp20.000,2,Rp40.000
1577,18/11/2024,9:20:14 AM,Jeruk Panas,Rp10.000,1,Rp10.000
1578,18/11/2024,2:06:32 PM,Ayam Goreng,Rp30.000,3,Rp90.000
1578,18/11/2024,2:06:32 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
1578,18/11/2024,2:06:32 PM,Peyek,Rp4.000,1,Rp4.000
1578,18/11/2024,2:06:32 PM,Kacang Goreng,Rp4.000,1,Rp4.000
1578,18/11/2024,2:06:32 PM,Es Jeruk,Rp10.000,2,Rp20.000
1578,18/11/2024,2:06:32 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1579,18/11/2024,11:31:15 AM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
1579,18/11/2024,11:31:15 AM,Kacang Goreng,Rp4.000,1,Rp4.000
1579,18/11/2024,11:31:15 AM,Kerupuk,Rp3.000,2,Rp6.000
1579,18/11/2024,11:31:15 AM,Jus Mangga,Rp20.000,1,Rp20.000
1580,18/11/2024,12:41:52 PM,Sop Kikil,Rp40.000,1,Rp40.000
1580,18/11/2024,12:41:52 PM,Ayam Geprek,Rp30.000,1,Rp30.000
1580,18/11/2024,12:41:52 PM,Kacang Goreng,Rp4.000,2,Rp8.000
1580,18/11/2024,12:41:52 PM,Teh Panas,Rp6.000,2,Rp12.000
1580,18/11/2024,12:41:52 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1581,19/11/2024,6:20:07 PM,Ayam Goreng,Rp30.000,2,Rp60.000
1581,19/11/2024,6:20:07 PM,Kacang Goreng,Rp4.000,1,Rp4.000
1581,19/11/2024,6:20:07 PM,Kerupuk,Rp3.000,2,Rp6.000
1581,19/11/2024,6:20:07 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1582,19/11/2024,12:28:42 PM,Ayam Bakar,Rp30.000,1,Rp30.000
1582,19/11/2024,12:28:42 PM,Cumi Bakar,Rp45.000,1,Rp45.000
1582,19/11/2024,12:28:42 PM,Sop Kikil,Rp40.000,1,Rp40.000
1582,19/11/2024,12:28:42 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1582,19/11/2024,12:28:42 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1582,19/11/2024,12:28:42 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1583,19/11/2024,9:53:27 AM,Ayam Bakar,Rp30.000,3,Rp90.000
1583,19/11/2024,9:53:27 AM,Konro Bakar,Rp60.000,1,Rp60.000
1583,19/11/2024,9:53:27 AM,Ayam Geprek,Rp30.000,1,Rp30.000
1583,19/11/2024,9:53:27 AM,Peyek,Rp4.000,2,Rp8.000
1583,19/11/2024,9:53:27 AM,Jus Mangga,Rp20.000,1,Rp20.000
1583,19/11/2024,9:53:27 AM,Jus Buah Naga,Rp20.000,1,Rp20.000
1584,19/11/2024,3:01:19 PM,Ayam Bakar,Rp30.000,1,Rp30.000
1584,19/11/2024,3:01:19 PM,Cumi Bakar,Rp45.000,2,Rp90.000
1584,19/11/2024,3:01:19 PM,Konro Bakar,Rp60.000,2,Rp120.000
1584,19/11/2024,3:01:19 PM,Ketupat,Rp2.000,2,Rp4.000
1584,19/11/2024,3:01:19 PM,Jeruk Panas,Rp10.000,1,Rp10.000
1584,19/11/2024,3:01:19 PM,Es Jeruk,Rp10.000,1,Rp10.000
1584,19/11/2024,3:01:19 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
1585,19/11/2024,2:14:35 PM,Konro Bakar,Rp60.000,1,Rp60.000
1585,19/11/2024,2:14:35 PM,Sop Konro,Rp50.000,1,Rp50.000
1585,19/11/2024,2:14:35 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
1585,19/11/2024,2:14:35 PM,Es Teh,Rp6.000,2,Rp12.000
1585,19/11/2024,2:14:35 PM,Teh Panas,Rp6.000,1,Rp6.000
1586,19/11/2024,11:17:35 AM,Sop Kikil,Rp40.000,1,Rp40.000
1586,19/11/2024,11:17:35 AM,Sop Kikil,Rp40.000,2,Rp80.000
1586,19/11/2024,11:17:35 AM,Ayam Bakar,Rp30.000,2,Rp60.000
1586,19/11/2024,11:17:35 AM,Jus Mangga,Rp20.000,1,Rp20.000
1586,19/11/2024,11:17:35 AM,Jus Buah Naga,Rp20.000,2,Rp40.000
1586,19/11/2024,11:17:35 AM,Jeruk Panas,Rp10.000,1,Rp10.000
1587,19/11/2024,10:08:11 AM,Ayam Goreng,Rp30.000,2,Rp60.000
1587,19/11/2024,10:08:11 AM,Sop Kikil,Rp40.000,1,Rp40.000
1587,19/11/2024,10:08:11 AM,Ketupat,Rp2.000,1,Rp2.000
1587,19/11/2024,10:08:11 AM,Es Teh,Rp6.000,1,Rp6.000
1587,19/11/2024,10:08:11 AM,Jus Mangga,Rp20.000,2,Rp40.000
1588,19/11/2024,11:00:35 AM,Ayam Goreng,Rp30.000,1,Rp30.000
1588,19/11/2024,11:00:35 AM,Buras,Rp2.000,1,Rp2.000
1588,19/11/2024,11:00:35 AM,Jus Alpukat,Rp20.000,2,Rp40.000
1589,19/11/2024,5:37:19 PM,Konro Bakar,Rp60.000,1,Rp60.000
1589,19/11/2024,5:37:19 PM,Ayam Bakar,Rp30.000,3,Rp90.000
1589,19/11/2024,5:37:19 PM,Es Teh,Rp6.000,1,Rp6.000
1589,19/11/2024,5:37:19 PM,Es Jeruk,Rp10.000,2,Rp20.000
1590,19/11/2024,11:53:26 AM,Coto Makassar,Rp35.000,1,Rp35.000
1590,19/11/2024,11:53:26 AM,Ketupat,Rp2.000,2,Rp4.000
1590,19/11/2024,11:53:26 AM,Ikan Bakar Rica,Rp50.000,2,Rp100.000
1590,19/11/2024,11:53:26 AM,Jus Alpukat,Rp20.000,1,Rp20.000
1590,19/11/2024,11:53:26 AM,Jus Buah Naga,Rp20.000,2,Rp40.000
1591,19/11/2024,11:37:00 AM,Cumi Bakar,Rp45.000,2,Rp90.000
1591,19/11/2024,11:37:00 AM,Konro Bakar,Rp60.000,2,Rp120.000
1591,19/11/2024,11:37:00 AM,Konro Bakar,Rp60.000,3,Rp180.000
1591,19/11/2024,11:37:00 AM,Jus Mangga,Rp20.000,2,Rp40.000
1591,19/11/2024,11:37:00 AM,Jus Alpukat,Rp20.000,2,Rp40.000
1591,19/11/2024,11:37:00 AM,Jeruk Panas,Rp10.000,1,Rp10.000
1592,19/11/2024,11:04:10 AM,Coto Makassar,Rp35.000,3,Rp105.000
1592,19/11/2024,11:04:10 AM,Ketupat,Rp2.000,3,Rp6.000
1592,19/11/2024,11:04:10 AM,Teh Panas,Rp6.000,2,Rp12.000
1593,19/11/2024,9:53:07 AM,Ayam Goreng,Rp30.000,1,Rp30.000
1593,19/11/2024,9:53:07 AM,Ayam Goreng,Rp30.000,2,Rp60.000
1593,19/11/2024,9:53:07 AM,Es Teh,Rp6.000,1,Rp6.000
1593,19/11/2024,9:53:07 AM,Jeruk Panas,Rp10.000,1,Rp10.000
1594,19/11/2024,3:01:31 PM,Konro Bakar,Rp60.000,3,Rp180.000
1594,19/11/2024,3:01:31 PM,Kacang Goreng,Rp4.000,2,Rp8.000
1594,19/11/2024,3:01:31 PM,Es Teh,Rp6.000,1,Rp6.000
1595,19/11/2024,1:13:49 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
1595,19/11/2024,1:13:49 PM,Teh Panas,Rp6.000,1,Rp6.000
1596,19/11/2024,8:02:51 AM,Cumi Bakar,Rp45.000,1,Rp45.000
1596,19/11/2024,8:02:51 AM,Buras,Rp2.000,2,Rp4.000
1596,19/11/2024,8:02:51 AM,Es Jeruk,Rp10.000,2,Rp20.000
1597,19/11/2024,12:15:26 PM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
1597,19/11/2024,12:15:26 PM,Konro Bakar,Rp60.000,3,Rp180.000
1597,19/11/2024,12:15:26 PM,Sop Konro,Rp50.000,3,Rp150.000
1597,19/11/2024,12:15:26 PM,Jeruk Panas,Rp10.000,2,Rp20.000
1597,19/11/2024,12:15:26 PM,Jus Mangga,Rp20.000,1,Rp20.000
1597,19/11/2024,12:15:26 PM,Es Teh,Rp6.000,2,Rp12.000
1598,19/11/2024,12:30:24 PM,Ayam Geprek,Rp30.000,2,Rp60.000
1598,19/11/2024,12:30:24 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
1599,19/11/2024,4:09:24 PM,Ikan Bakar Rica,Rp50.000,3,Rp150.000
1599,19/11/2024,4:09:24 PM,Ayam Geprek,Rp30.000,1,Rp30.000
1599,19/11/2024,4:09:24 PM,Konro Bakar,Rp60.000,2,Rp120.000
1599,19/11/2024,4:09:24 PM,Buras,Rp2.000,2,Rp4.000
1599,19/11/2024,4:09:24 PM,Jus Mangga,Rp20.000,2,Rp40.000
1599,19/11/2024,4:09:24 PM,Jus Mangga,Rp20.000,1,Rp20.000
1599,19/11/2024,4:09:24 PM,Teh Panas,Rp6.000,2,Rp12.000
1600,19/11/2024,11:55:00 AM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
1600,19/11/2024,11:55:00 AM,Ayam Geprek,Rp30.000,2,Rp60.000
1600,19/11/2024,11:55:00 AM,Ketupat,Rp2.000,1,Rp2.000
1600,19/11/2024,11:55:00 AM,Jeruk Panas,Rp10.000,1,Rp10.000
1600,19/11/2024,11:55:00 AM,Es Teh,Rp6.000,1,Rp6.000
1601,19/11/2024,10:22:36 PM,Ayam Goreng,Rp30.000,3,Rp90.000
